papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Bruta,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Líq/ Patrim.,Cresc. Rec.5a,Earnings Yield,Valor,Quantidade,Estratégia,Ativos na Carteira,Volume Mínimo,Data,Ranking_EY,Ranking_ROIC,Magic Formula
INTB3,14.68,8.37,1.53,1.034,0.07690000000000001,0.89,1.95,9.07,2.8,8.43,6.91,"30,38%",0.114,0.12369999999999999,2.65,16.6,0.18289999999999998,34741600.0,3143670000.0,-0.11,0.0794,11.9,39151.56,2667.0,ROIC,30,400000,2026-05-21,,,
SEER3,12.29,6.41,1.12,0.7,0.038900000000000004,0.443,3.56,3.17,-1.74,3.95,2.72,"59,66%",0.2211,0.1091,1.56,16.6,0.174,16350200.0,1417590000.0,0.28,0.10859999999999999,25.3,102756.68999999999,8361.0,ROIC,30,400000,2026-05-21,,,
RADL3,19.13,25.95,4.57,0.749,0.0209,1.326,6.84,11.76,-13.02,12.86,7.47,"30,10%",0.0637,0.028900000000000002,1.47,15.6,0.17600000000000002,231973000.0,7340400000.0,0.43,0.1536,7.8,85109.37,4449.0,ROIC,30,400000,2026-05-21,,,
CSUD3,17.26,7.09,1.51,1.127,0.1363,0.87,14.63,6.97,-9.57,7.48,4.62,"41,38%",0.1618,0.159,1.22,15.5,0.21280000000000002,2129530.0,478135000.0,0.11,0.0493,13.4,103698.08000000002,6008.0,ROIC,30,400000,2026-05-21,,,
PSSA3,49.22,8.64,2.05,0.761,0.060599999999999994,0.554,4.8,0.92,-4.12,0.55,0.54,"100,00%",0.8240999999999999,0.08900000000000001,1.24,77.6,0.237,92814400.0,15535900000.0,-0.84,0.15810000000000002,181.8,106708.95999999999,2168.0,ROIC,30,1000000,2026-05-21,,,
SAUD3,13.35,69.1,27.26,15.954,0.0077,18.374,430.6,53.61,-1399.81,52.88,48.52,"34,83%",0.29760000000000003,0.2309,1.16,47.2,0.3945,61140900.0,1432190000.0,-0.37,0.0754,1.9,65201.4,4884.0,ROIC,30,1000000,2026-05-21,,,
CURY3,31.3,9.05,6.24,1.664,0.1341,1.556,5.39,6.26,-15.76,6.0,5.87,"39,71%",0.2657,0.20679999999999998,1.94,37.6,0.6895,153068000.0,1544570000.0,-0.26,0.33240000000000003,16.7,104354.2,3334.0,ROIC,30,1000000,2026-05-21,,,
WIZC3,8.13,6.69,1.89,0.966,0.07730000000000001,0.538,35.54,1.93,-2.68,1.92,1.66,"61,24%",0.5003,0.2647,1.06,34.9,0.2826,4445100.0,687369000.0,-0.01,0.1384,52.1,101519.31000000001,12487.0,ROIC,30,1000000,2026-05-21,,,
LEVE3,32.78,6.69,4.15,0.823,0.087,1.16,6.96,4.86,-11.03,5.95,5.24,"27,06%",0.1693,0.1231,1.37,33.2,0.6201,14437100.0,1071200000.0,0.93,0.0908,16.8,102732.52,3134.0,ROIC,30,1000000,2026-05-21,,,
PLPL3,10.41,6.32,1.99,0.622,0.0473,0.481,0.82,2.55,2.88,2.66,2.59,"29,95%",0.2441,0.1131,2.87,29.4,0.3156,65767500.0,1064270000.0,0.08,0.28559999999999997,37.6,95366.01,9161.0,ROIC,30,1000000,2026-05-21,,,
TGMA3,32.32,8.96,2.34,0.925,0.1188,1.561,5.97,7.04,10.98,7.06,6.38,"18,59%",0.13140000000000002,0.1032,2.22,27.2,0.2613,9733980.0,911018000.0,0.01,0.2241,14.2,112021.12,3466.0,ROIC,30,1000000,2026-05-21,,,
WEGE3,42.58,28.43,10.07,4.447,0.0509,4.12,18.47,21.0,58.65,20.61,18.39,"33,24%",0.2118,0.1672,1.55,26.0,0.3543,374033000.0,17746100000.0,-0.19,0.1261,4.9,98743.01999999999,2319.0,ROIC,30,1000000,2026-05-21,,,
TFCO4,15.0,16.0,3.91,2.118,0.0199,2.291,5.1,10.3,8.06,10.81,9.88,"57,30%",0.2057,0.1308,2.83,26.0,0.24420000000000003,12071600.0,588427000.0,0.20,0.2224,9.3,105420.0,7028.0,ROIC,30,1000000,2026-05-21,,,
LREN3,14.7,9.91,1.43,0.929,0.060899999999999996,0.784,3.09,4.04,6.05,3.64,2.69,"61,95%",0.2297,0.09369999999999999,1.77,23.8,0.1441,264829000.0,10366100000.0,-0.14,0.0758,27.5,111205.5,7565.0,ROIC,30,1000000,2026-05-21,,,
QUAL3,1.86,34.68,0.41,0.38,0.003,0.133,-4.6,0.88,-0.38,2.21,1.52,"87,58%",0.43119999999999997,0.0161,0.92,23.1,0.011699999999999999,8457180.0,1304090000.0,0.61,-0.09609999999999999,45.2,105166.26000000001,56541.0,ROIC,30,1000000,2026-05-21,,,
CMIN3,4.5,10.97,3.45,1.372,0.2421,0.715,7.08,4.77,-1.7,4.82,3.83,"45,85%",0.2876,0.1251,1.37,21.7,0.31489999999999996,41370600.0,7080300000.0,0.04,0.0259,20.7,102672.0,22816.0,ROIC,30,1000000,2026-05-21,,,
B3SA3,16.79,17.09,4.64,7.263,0.0374,1.744,9.04,12.06,-6.86,11.97,11.35,"90,46%",0.6024,0.425,2.09,21.6,0.27149999999999996,664063000.0,18255700000.0,-0.03,0.032400000000000005,8.4,102167.15,6085.0,ROIC,30,1000000,2026-05-21,,,
MILS3,13.34,7.26,1.76,1.656,0.0797,0.721,4.0,4.48,-2.77,6.13,4.32,"61,90%",0.36939999999999995,0.2281,2.21,20.6,0.2419,13282100.0,1777790000.0,0.65,0.2206,16.3,109241.26,8189.0,ROIC,30,1000000,2026-05-21,,,
POMO4,5.98,5.99,1.84,0.827,0.15789999999999998,0.786,2.7,5.25,30.07,6.33,5.69,"25,49%",0.1577,0.1391,1.97,20.5,0.3072,62030200.0,4061280000.0,0.38,0.24239999999999998,15.8,103483.90000000001,17305.0,ROIC,30,1000000,2026-05-21,,,
TOTS3,32.1,20.78,3.88,3.203,0.0202,1.474,13.28,8.4,-4.87,9.9,8.56,"70,63%",0.38130000000000003,0.1585,1.62,20.2,0.1865,173288000.0,4963960000.0,0.69,0.1512,10.1,105512.70000000001,3287.0,ROIC,30,1000000,2026-05-21,,,
ABEV3,16.22,16.41,2.84,2.899,0.0529,1.791,218.71,12.49,-28.09,11.68,8.93,"51,48%",0.2321,0.1822,1.03,20.0,0.1728,420482000.0,90125800000.0,-0.18,0.0458,8.6,116054.09999999999,7155.0,ROIC,30,1000000,2026-05-21,,,
ASAI3,8.61,16.65,1.98,0.151,0.0121,0.247,7.19,1.88,-0.49,3.81,2.96,"17,44%",0.0803,0.009000000000000001,1.1,19.7,0.1189,119431000.0,5887000000.0,2.04,0.1492,26.2,104516.79,12139.0,ROIC,30,1000000,2026-05-21,,,
VALE3,82.0,23.33,1.9,1.694,0.0683,0.796,21.52,5.07,-2.09,6.05,4.86,"35,08%",0.3344,0.0644,1.24,17.9,0.0816,1653390000.0,191216000000.0,0.37,-0.053200000000000004,16.5,107994.0,1317.0,ROIC,30,1000000,2026-05-21,,,
BEEF3,4.26,5.99,3.38,0.075,0.045899999999999996,0.102,0.73,1.09,-0.27,4.59,3.66,"17,06%",0.06849999999999999,0.0132,1.32,17.8,0.5647,70738600.0,1260430000.0,10.86,0.177,21.8,112932.59999999999,26510.0,ROIC,30,1000000,2026-05-21,,,
VULC3,15.22,4.25,1.93,1.331,0.2804,1.203,2.91,7.75,4.88,8.83,7.27,"41,06%",0.17170000000000002,0.3134,2.95,17.7,0.4547,22411900.0,2505920000.0,0.27,0.1438,11.3,102461.04000000001,6732.0,ROIC,30,1000000,2026-05-21,,,
VIVA3,22.66,9.15,1.77,1.735,0.0308,1.145,2.38,7.22,4.06,7.5,6.21,"69,91%",0.2403,0.18969999999999998,4.14,17.5,0.1931,72758000.0,3030290000.0,0.07,0.182,13.3,97936.52,4322.0,ROIC,30,1000000,2026-05-21,,,
MULT3,30.11,12.63,2.39,5.082,0.036000000000000004,1.162,44.5,7.41,-3.27,9.58,9.0,"79,07%",0.6855,0.40240000000000004,1.2,17.3,0.1889,110419000.0,6475350000.0,0.70,0.1989,10.4,104060.16,3456.0,ROIC,30,1000000,2026-05-21,,,
ALPA4,12.11,13.36,2.39,1.759,0.1482,1.316,6.5,9.67,42.79,10.23,7.85,"52,49%",0.1819,0.1315,1.73,17.0,0.179,29095500.0,3458800000.0,0.14,0.0369,9.8,108663.03,8973.0,ROIC,30,1000000,2026-05-21,,,
PETR4,44.6,5.34,1.29,1.154,0.0712,0.461,-11.82,2.95,-0.87,4.62,3.19,"47,36%",0.3907,0.2169,0.74,16.8,0.24170000000000003,2475970000.0,445189000000.0,0.73,-0.0288,21.6,103695.0,2325.0,ROIC,30,1000000,2026-05-21,,,
INTB3,14.68,8.37,1.53,1.034,0.07690000000000001,0.89,1.95,9.07,2.8,8.43,6.91,"30,38%",0.114,0.12369999999999999,2.65,16.6,0.18289999999999998,34741600.0,3143670000.0,-0.11,0.0794,11.9,72710.04,4953.0,ROIC,30,1000000,2026-05-21,,,
SEER3,12.29,6.41,1.12,0.7,0.038900000000000004,0.443,3.56,3.17,-1.74,3.95,2.72,"59,66%",0.2211,0.1091,1.56,16.6,0.174,16350200.0,1417590000.0,0.28,0.10859999999999999,25.3,106271.62999999999,8647.0,ROIC,30,1000000,2026-05-21,,,
RADL3,19.13,25.95,4.57,0.749,0.0209,1.326,6.84,11.76,-13.02,12.86,7.47,"30,10%",0.0637,0.028900000000000002,1.47,15.6,0.17600000000000002,231973000.0,7340400000.0,0.43,0.1536,7.8,88571.9,4630.0,ROIC,30,1000000,2026-05-21,,,
CSUD3,17.26,7.09,1.51,1.127,0.1363,0.87,14.63,6.97,-9.57,7.48,4.62,"41,38%",0.1618,0.159,1.22,15.5,0.21280000000000002,2129530.0,478135000.0,0.11,0.0493,13.4,110619.34000000001,6409.0,ROIC,30,1000000,2026-05-21,,,
CPFE3,44.37,8.87,2.1,1.135,0.08410000000000001,0.609,20.41,4.49,-1.31,6.77,5.72,"31,30%",0.2527,0.134,1.15,15.3,0.2372,107421000.0,24297600000.0,1.07,0.031,14.8,98634.51,2223.0,ROIC,30,1000000,2026-05-21,,,
